------+----------------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File                Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
  229 |  2 main_T0S0_disp.s     55 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                     jsr    str2UpperCase   
  230 |  2 main_T0S0_disp.s     56 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                     jsr    COUT1           ; Char disp routine
  231 |  2 main_T0S0_disp.s     57 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                     iny                    ; increase char position
  232 |  2 main_T0S0_disp.s     58 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                     lda    (zpPtr1),Y      ; indirect zeropage addressing pointing to current char
  233 |  2 main_T0S0_disp.s     59 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                     bne    printMsg_0      ; no need of cmp 00 is current char is not 00 then loo
  234 |  2 main_T0S0_disp.s     60 | Empty       | ?? |         |   -1 | 00/FFFF               | printMsg_1                                 
  235 |  2 main_T0S0_disp.s     61 | Code        | ?? |         |   -1 | 00/FFFF : 00          |                     rts                    
  236 |  1      main_T0S0.s    175 | Equivalence | ?? |         |   -1 | 00/FFFF               | END                 EQU    *               
  237 |  1      main_T0S0.s    176 | Data        | ?? |         |   -1 | 00/FFFF :             |                     ds     $800+256-END,$0 ; padding to make it 256 (1 sector)
  238 |  1      main_T0S0.s    177 | Empty       | ?? |         |   -1 | 00/FFFF               |                                            
  239 |  1      main_T0S0.s    178 | Comment     | ?? |         |   -1 | 00/FFFF               | ; Everything below this line should start at $900
  240 |  1      main_T0S0.s    179 | Empty       | ?? |         |   -1 | 00/FFFF               |                                            
  241 |  1      main_T0S0.s    180 | Empty       | ?? |         |   -1 | 00/FFFF               |                                            
------+----------------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
